,abilities,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,images,Pokemon ID,Description
64,"['Synchronize', 'Inner Focus', 'Magic Guard']",25.0,5120,70,600,18.650793650793652,Psi Pokémon,26.666666666666668,1059860,1.5,21.25984251968504,Foodinフーディン,065 Alakazam,75.4,65,89.67391304347827,40.47619047619048,82.85714285714286,psychic,,48.0,1,0,images/65.png,65,"Alakazam is a Psychic type Pokémon introduced in Generation 1. Alakazam has a Mega Evolution, available in Generation 6 games and Pokémon Go."
65,"['Guts', 'No Guard', 'Steadfast']",41.66666666666667,5120,70,305,70.23809523809523,Superpower Pokémon,20.0,1059860,0.8,27.165354330708663,Wanrikyワンリキー,066 Machop,75.4,66,13.586956521739127,7.142857142857142,17.142857142857142,fighting,,19.5,1,0,images/66.png,66,Machop is a Fighting type Pokémon introduced in Generation 1.
66,"['Guts', 'No Guard', 'Steadfast']",52.77777777777778,5120,70,405,34.523809523809526,Superpower Pokémon,28.88888888888889,1059860,1.5,31.10236220472441,Gorikyゴーリキー,067 Machoke,75.4,67,21.73913043478261,19.047619047619047,22.857142857142858,fighting,,70.5,1,0,images/67.png,67,Machoke is a Fighting type Pokémon introduced in Generation 1.
67,"['Guts', 'No Guard', 'Steadfast']",69.44444444444444,5120,70,505,16.666666666666664,Superpower Pokémon,33.33333333333333,1059860,1.6,35.03937007874016,Kairikyカイリキー,068 Machamp,75.4,68,29.89130434782609,30.952380952380956,28.57142857142857,fighting,,130.0,1,0,images/68.png,68,"Machamp is a Fighting type Pokémon introduced in Generation 1. Machamp has a Gigantamax form available in Pokémon Sword/Shield, with an exclusive G-Max move, G-Max Chi Strike."
68,"['Chlorophyll', 'Gluttony']",38.88888888888889,5120,70,300,100.0,Flower Pokémon,13.333333333333334,1059860,0.7,19.291338582677163,Madatsubomiマダツボミ,069 Bellsprout,50.0,69,32.608695652173914,4.761904761904762,20.0,grass,poison,4.0,1,0,images/69.png,69,Bellsprout is a Grass/Poison type Pokémon introduced in Generation 1.
69,"['Chlorophyll', 'Gluttony']",47.22222222222222,5120,70,390,46.42857142857143,Flycatcher Pokémon,20.0,1059860,1.0,25.196850393700785,Utsudonウツドン,070 Weepinbell,50.0,70,40.76086956521739,11.904761904761903,28.57142857142857,grass,poison,6.4,1,0,images/70.png,70,Weepinbell is a Grass/Poison type Pokémon introduced in Generation 1.
70,"['Chlorophyll', 'Gluttony']",55.55555555555556,5120,70,490,16.666666666666664,Flycatcher Pokémon,26.666666666666668,1059860,1.7,31.10236220472441,Utsubotウツボット,071 Victreebel,50.0,71,48.91304347826087,23.809523809523807,37.142857142857146,grass,poison,15.5,1,0,images/71.png,71,Victreebel is a Grass/Poison type Pokémon introduced in Generation 1.
71,"['Clear Body', 'Liquid Ooze', 'Rain Dish']",19.444444444444446,5120,70,335,74.20634920634922,Jellyfish Pokémon,13.333333333333334,1250000,0.9,15.354330708661418,Menokurageメノクラゲ,072 Tentacool,50.0,72,21.73913043478261,38.095238095238095,37.142857142857146,water,poison,45.5,1,0,images/72.png,72,"Tentacool is a Water/Poison type Pokémon introduced in Generation 1. In Generation 9 a similar-looking Pokémon Toedscool was discovered, however it is a separate species to Tentacool."
72,"['Clear Body', 'Liquid Ooze', 'Rain Dish']",36.11111111111111,5120,70,515,22.61904761904762,Jellyfish Pokémon,26.666666666666668,1250000,1.6,31.10236220472441,Dokukurageドククラゲ,073 Tentacruel,50.0,73,38.04347826086957,47.61904761904761,54.285714285714285,water,poison,55.0,1,0,images/73.png,73,"Tentacruel is a Water/Poison type Pokémon introduced in Generation 1. In Generation 9 a similar-looking Pokémon Toedscruel was discovered, however it is a separate species to Tentacruel."
73,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",41.66666666666667,3840,70,300,100.0,Rock Pokémon,42.22222222222222,1059860,,15.354330708661418,Isitsubuteイシツブテ,074 Geodude,50.0,74,10.869565217391305,4.761904761904762,8.571428571428571,rock,ground,,1,0,images/74.png,74,"Geodude is a Rock/Ground type Pokémon introduced in Generation 1. Geodude has an Alolan Form, introduced in Pokémon Sun/Moon."
74,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",50.0,3840,70,390,46.42857142857143,Rock Pokémon,48.888888888888886,1059860,,21.25984251968504,Goloneゴローン,075 Graveler,50.0,75,19.021739130434785,11.904761904761903,17.142857142857142,rock,ground,,1,0,images/75.png,75,"Graveler is a Rock/Ground type Pokémon introduced in Generation 1. Graveler has an Alolan Form, introduced in Pokémon Sun/Moon."
75,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",63.888888888888886,3840,70,495,16.666666666666664,Megaton Pokémon,55.55555555555556,1059860,,31.10236220472441,Golonyaゴローニャ,076 Golem,50.0,76,24.456521739130437,21.428571428571427,22.857142857142858,rock,ground,,1,0,images/76.png,76,"Golem is a Rock/Ground type Pokémon introduced in Generation 1. Golem has an Alolan Form, introduced in Pokémon Sun/Moon."
76,"['Run Away', 'Flash Fire', 'Flame Body']",44.44444444444444,5120,70,410,74.20634920634922,Fire Horse Pokémon,22.22222222222222,1000000,1.0,19.291338582677163,Ponytaポニータ,077 Ponyta,50.0,77,29.89130434782609,21.428571428571427,48.57142857142857,fire,,30.0,1,0,images/77.png,77,"Ponyta is a Fire type Pokémon introduced in Generation 1. Ponyta has a Galarian Form, introduced in Pokémon Sword/Shield. It is said that they were exposed to the overflowing life energy of the Glimwood Tangle forest over many generations, and this is why their appearance became unique in the Galar region."
77,"['Run Away', 'Flash Fire', 'Flame Body']",52.77777777777778,5120,70,500,22.61904761904762,Fire Horse Pokémon,28.88888888888889,1000000,1.7,25.196850393700785,Gallopギャロップ,078 Rapidash,50.0,78,38.04347826086957,28.57142857142857,57.14285714285714,fire,,95.0,1,0,images/78.png,78,"Rapidash is a Fire type Pokémon introduced in Generation 1. Rapidash has a Galarian Form, introduced in Pokémon Sword/Shield."
78,"['Oblivious', 'Own Tempo', 'Regenerator']",33.33333333333333,5120,70,315,74.20634920634922,Dopey Pokémon,26.666666666666668,1000000,1.2,35.03937007874016,Yadonヤドン,079 Slowpoke,50.0,79,16.304347826086957,9.523809523809524,5.714285714285714,water,psychic,36.0,1,0,images/79.png,79,Slowpoke is a Water/Psychic type Pokémon introduced in Generation 1. Slowpoke has a Galarian form available in the latest update to Sword & Shield.
79,"['Oblivious', 'Own Tempo', 'Regenerator']",38.88888888888889,5120,70,590,28.57142857142857,Hermit Crab Pokémon,77.77777777777779,1000000,1.6,37.00787401574803,Yadoranヤドラン,080 Slowbro,50.0,80,65.21739130434783,28.57142857142857,14.285714285714285,water,psychic,78.5,1,0,images/80.png,80,"Slowbro is a Water/Psychic type Pokémon introduced in Generation 1. Slowbro has a Mega Evolution, available in Omega Ruby/Alpha Sapphire and Pokémon Go, and a Galarian Form, introduced in the Pokémon Sword/Shield Expansion Pass."
80,"['Magnet Pull', 'Sturdy', 'Analytic']",16.666666666666664,5120,70,325,74.20634920634922,Magnet Pokémon,28.88888888888889,1000000,0.3,9.448818897637794,Coilコイル,081 Magnemite,,81,46.19565217391305,16.666666666666664,22.857142857142858,electric,steel,6.0,1,0,images/81.png,81,Magnemite is an Electric/Steel type Pokémon introduced in Generation 1.
81,"['Magnet Pull', 'Sturdy', 'Analytic']",30.55555555555556,5120,70,465,22.61904761904762,Magnet Pokémon,40.0,1000000,1.0,19.291338582677163,Rarecoilレアコイル,082 Magneton,,82,59.78260869565217,23.809523809523807,37.142857142857146,electric,steel,60.0,1,0,images/82.png,82,"Magneton is an Electric/Steel type Pokémon introduced in Generation 1. In Generation 9, a Paradox Pokémon Sandy Shocks was discovered, which bears a striking resemblance to Magneton."
82,"['Keen Eye', 'Inner Focus', 'Defiant']",47.22222222222222,5120,70,377,16.666666666666664,Wild Duck Pokémon,22.22222222222222,1000000,0.8,20.078740157480315,Kamonegiカモネギ,083 Farfetch'd,50.0,83,26.08695652173913,20.0,31.428571428571427,normal,flying,15.0,1,0,images/83.png,83,"Farfetch'd is a Normal/Flying type Pokémon introduced in Generation 1. Farfetch'd has a Galarian Form, introduced in Pokémon Sword/Shield, which evolves into Sirfetch'd."
83,"['Run Away', 'Early Bird', 'Tangled Feet']",44.44444444444444,5120,70,310,74.20634920634922,Twin Bird Pokémon,17.77777777777778,1000000,1.4,13.385826771653544,Dodoドードー,084 Doduo,50.0,84,13.586956521739127,7.142857142857142,40.0,normal,flying,39.2,1,0,images/84.png,84,Doduo is a Normal/Flying type Pokémon introduced in Generation 1.
84,"['Run Away', 'Early Bird', 'Tangled Feet']",58.333333333333336,5120,70,470,16.666666666666664,Triple Bird Pokémon,28.88888888888889,1000000,1.8,23.228346456692915,Dodorioドードリオ,085 Dodrio,50.0,85,27.173913043478255,19.047619047619047,60.0,normal,flying,85.2,1,0,images/85.png,85,Dodrio is a Normal/Flying type Pokémon introduced in Generation 1.
85,"['Thick Fat', 'Hydration', 'Ice Body']",22.22222222222222,5120,70,325,74.20634920634922,Sea Lion Pokémon,22.22222222222222,1000000,1.1,25.196850393700785,Pawouパウワウ,086 Seel,50.0,86,19.021739130434785,23.809523809523807,22.857142857142858,water,,90.0,1,0,images/86.png,86,Seel is a Water type Pokémon introduced in Generation 1.
86,"['Thick Fat', 'Hydration', 'Ice Body']",36.11111111111111,5120,70,475,28.57142857142857,Sea Lion Pokémon,33.33333333333333,1000000,1.7,35.03937007874016,Jugonジュゴン,087 Dewgong,50.0,87,32.608695652173914,35.714285714285715,37.142857142857146,water,ice,120.0,1,0,images/87.png,87,Dewgong is a Water/Ice type Pokémon introduced in Generation 1.
87,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",41.66666666666667,5120,70,325,74.20634920634922,Sludge Pokémon,20.0,1000000,,31.10236220472441,Betbeterベトベター,088 Grimer,50.0,88,16.304347826086957,14.285714285714285,11.428571428571429,poison,poison,,1,0,images/88.png,88,"Grimer is a Poison type Pokémon introduced in Generation 1. Grimer has an Alolan Form, introduced in Pokémon Sun/Moon."
88,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",55.55555555555556,5120,70,500,28.57142857142857,Sludge Pokémon,31.11111111111111,1000000,,40.94488188976378,Betbetonベトベトン,089 Muk,50.0,89,29.89130434782609,38.095238095238095,25.71428571428571,poison,poison,,1,0,images/89.png,89,"Muk is a Poison type Pokémon introduced in Generation 1. Muk has an Alolan Form, introduced in Pokémon Sun/Moon."
89,"['Shell Armor', 'Skill Link', 'Overcoat']",33.33333333333333,5120,70,305,74.20634920634922,Bivalve Pokémon,42.22222222222222,1250000,0.3,11.41732283464567,Shellderシェルダー,090 Shellder,50.0,90,19.021739130434785,2.380952380952381,20.0,water,,4.0,1,0,images/90.png,90,Shellder is a Water type Pokémon introduced in Generation 1.
90,"['Shell Armor', 'Skill Link', 'Overcoat']",50.0,5120,70,525,22.61904761904762,Bivalve Pokémon,77.77777777777779,1250000,1.5,19.291338582677163,Parshenパルシェン,091 Cloyster,50.0,91,40.76086956521739,11.904761904761903,37.142857142857146,water,ice,132.5,1,0,images/91.png,91,Cloyster is a Water/Ice type Pokémon introduced in Generation 1.
91,['Levitate'],16.666666666666664,5120,70,310,74.20634920634922,Gas Pokémon,11.11111111111111,1059860,1.3,11.41732283464567,Ghosゴース,092 Gastly,50.0,92,48.91304347826087,7.142857142857142,42.85714285714285,ghost,poison,0.1,1,0,images/92.png,92,Gastly is a Ghost/Poison type Pokémon introduced in Generation 1.
92,['Levitate'],25.0,5120,70,405,34.523809523809526,Gas Pokémon,17.77777777777778,1059860,1.6,17.322834645669293,Ghostゴースト,093 Haunter,50.0,93,57.06521739130434,16.666666666666664,51.42857142857142,ghost,poison,0.1,1,0,images/93.png,93,Haunter is a Ghost/Poison type Pokémon introduced in Generation 1.
93,['Cursed Body'],33.33333333333333,5120,70,600,16.666666666666664,Shadow Pokémon,33.33333333333333,1059860,1.5,23.228346456692915,Gangarゲンガー,094 Gengar,50.0,94,86.95652173913044,35.714285714285715,71.42857142857143,ghost,poison,40.5,1,0,images/94.png,94,"Gengar is a Ghost/Poison type Pokémon introduced in Generation 1. Gengar has a Mega Evolution, available in Generation 6 games and Pokémon Go; it also has a Gigantamax form available in Pokémon Sword/Shield, with an exclusive G-Max move, G-Max Terror."
94,"['Rock Head', 'Sturdy', 'Weak Armor']",22.22222222222222,6400,70,385,16.666666666666664,Rock Snake Pokémon,68.88888888888889,1000000,8.8,13.385826771653544,Iwarkイワーク,095 Onix,50.0,95,10.869565217391305,11.904761904761903,37.142857142857146,rock,ground,210.0,1,0,images/95.png,95,Onix is a Rock/Ground type Pokémon introduced in Generation 1.
95,"['Insomnia', 'Forewarn', 'Inner Focus']",23.88888888888889,5120,70,328,74.20634920634922,Hypnosis Pokémon,17.77777777777778,1000000,1.0,23.228346456692915,Sleepeスリープ,096 Drowzee,50.0,96,17.934782608695652,33.33333333333333,21.142857142857142,psychic,,32.4,1,0,images/96.png,96,Drowzee is a Psychic type Pokémon introduced in Generation 1.
96,"['Insomnia', 'Forewarn', 'Inner Focus']",37.77777777777778,5120,70,483,28.57142857142857,Hypnosis Pokémon,28.88888888888889,1000000,1.6,33.07086614173229,Sleeperスリーパー,097 Hypno,50.0,97,34.23913043478261,45.23809523809524,35.42857142857142,psychic,,75.6,1,0,images/97.png,97,Hypno is a Psychic type Pokémon introduced in Generation 1.
97,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",55.55555555555556,5120,70,325,88.09523809523809,River Crab Pokémon,37.77777777777778,1000000,0.4,11.41732283464567,Crabクラブ,098 Krabby,50.0,98,8.152173913043478,2.380952380952381,25.71428571428571,water,,6.5,1,0,images/98.png,98,Krabby is a Water type Pokémon introduced in Generation 1.
98,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",69.44444444444444,5120,70,475,22.61904761904762,Pincer Pokémon,48.888888888888886,1000000,1.3,21.25984251968504,Kinglerキングラー,099 Kingler,50.0,99,21.73913043478261,14.285714285714285,40.0,water,,60.0,1,0,images/99.png,99,"Kingler is a Water type Pokémon introduced in Generation 1. Kingler has a Gigantamax form available in Pokémon Sword/Shield, with an exclusive G-Max move, G-Max Foam Burst."
99,"['Soundproof', 'Static', 'Aftermath']",13.88888888888889,5120,70,330,74.20634920634922,Ball Pokémon,20.0,1000000,0.5,15.354330708661418,Biriridamaビリリダマ,100 Voltorb,,100,24.456521739130437,16.666666666666664,54.285714285714285,electric,,10.4,1,0,images/100.png,100,"Voltorb is an Electric type Pokémon introduced in Generation 1. Voltorb has a Hisuian Form, introduced in Pokémon Legends: Arceus."
100,"['Soundproof', 'Static', 'Aftermath']",25.0,5120,70,490,22.61904761904762,Ball Pokémon,28.88888888888889,1000000,1.2,23.228346456692915,Marumineマルマイン,101 Electrode,,101,38.04347826086957,28.57142857142857,82.85714285714286,electric,,66.6,1,0,images/101.png,101,"Electrode is an Electric type Pokémon introduced in Generation 1. Electrode has a Hisuian Form, introduced in Pokémon Legends: Arceus."
101,"['Chlorophyll', 'Harvest']",19.444444444444446,5120,70,325,34.523809523809526,Egg Pokémon,33.33333333333333,1250000,0.4,23.228346456692915,Tamatamaタマタマ,102 Exeggcute,50.0,102,27.173913043478255,11.904761904761903,20.0,grass,psychic,2.5,1,0,images/102.png,102,Exeggcute is a Grass/Psychic type Pokémon introduced in Generation 1.
102,"['Chlorophyll', 'Harvest', 'Frisk', 'Harvest']",55.55555555555556,5120,70,530,16.666666666666664,Coconut Pokémon,35.55555555555556,1250000,,37.00787401574803,Nassyナッシー,103 Exeggutor,50.0,103,62.5,26.190476190476197,22.857142857142858,grass,psychic,,1,0,images/103.png,103,"Exeggutor is a Grass/Psychic type Pokémon introduced in Generation 1. Exeggutor has an Alolan Form, introduced in Pokémon Sun/Moon."
103,"['Rock Head', 'Lightningrod', 'Battle Armor']",25.0,5120,70,320,74.20634920634922,Lonely Pokémon,40.0,1000000,0.4,19.291338582677163,Karakaraカラカラ,104 Cubone,50.0,104,16.304347826086957,14.285714285714285,17.142857142857142,ground,,6.5,1,0,images/104.png,104,Cubone is a Ground type Pokémon introduced in Generation 1.
104,"['Rock Head', 'Lightningrod', 'Battle Armor', 'Cursed Body', 'Lightningrod', 'Rock Head']",41.66666666666667,5120,70,425,28.57142857142857,Bone Keeper Pokémon,46.66666666666666,1000000,,23.228346456692915,Garagaraガラガラ,105 Marowak,50.0,105,21.73913043478261,28.57142857142857,22.857142857142858,ground,fire,,1,0,images/105.png,105,"Marowak is a Ground type Pokémon introduced in Generation 1. Marowak has an Alolan Form, introduced in Pokémon Sun/Moon."
105,"['Limber', 'Reckless', 'Unburden']",63.888888888888886,6400,70,455,16.666666666666664,Kicking Pokémon,21.333333333333336,1000000,1.5,19.291338582677163,Sawamularサワムラー,106 Hitmonlee,100.0,106,13.586956521739127,42.85714285714285,46.85714285714286,fighting,,49.8,1,0,images/106.png,106,Hitmonlee is a Fighting type Pokémon introduced in Generation 1.
